tipo_do_animal;raca;idade;genero;peso;duracao;perda_de_apetite;vomito;diarreia;tosse;dificuldade_para_respirar;dificuldade_para_locomover;problemas_na_pele;secrecao_nasal;secrecao_ocular;batimento_cardiaco;agitacao;andar_em_circulos;aumento_apetite;cera_excessiva_nas_orelhas;coceira;desidratacao;desmaio;dificuldade_para_urinar;dor;espamos_musculares;espirros;febre;fraqueza;inchaco;lambedura;letargia;lingua_azulada;perda_de_pelos;perda_de_peso;ranger_de_dentes;ronco;salivacao;suor_alterado;classe_doenca
gato;sem_raca_definida_(srd);1;1;2.5;2;0;1;1;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;1;1;3;3;0;1;1;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;persa;4;0;7;5;1;1;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;1;550;6;1;0;0;1;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;simental;8;1;580;6;1;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
cachorro;chihuahua;3;1;6;2;1;1;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;1;1;3;3;0;1;1;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);2;0;15;3;1;1;1;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sphynx;4;1;4.1;5;1;1;1;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;holandesa;4;0;580;7;1;0;1;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;boxer;8;0;27;4;1;1;1;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;boxer;3;0;30;4;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;32;3;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;rottweiler;5;0;42;4;1;1;0;1;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;5;0;500;5;0;0;0;1;0;0;0;1;0;81;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;dachshund_(salsicha);4;0;9;3;1;1;0;0;0;0;0;0;0;132;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;boer;5;0;68;6;1;0;1;0;0;0;0;0;0;82;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;toggenburg;7;0;65;5;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;limousin;2;1;550;4;1;0;1;0;0;0;0;0;0;85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;35;4;1;0;0;1;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;3;0;570;6;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sphynx;5;0;3;6;1;1;1;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;poodle;3;0;20;4;0;1;1;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;simental;8;0;630;7;1;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;35;4;1;0;0;1;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;pastor_alemao;4;1;32;3;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;tamworth;4;0;120;5;1;1;1;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
coelho;gigante_de_flandres;5;0;5.1;5;1;0;1;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);3;1;28;4;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
gato;persa;6;0;3.1;5;1;0;0;0;0;0;0;1;0;148;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;american_curl;5;1;2.1;3;0;1;1;0;0;0;0;0;0;148;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;holandesa;4;0;580;7;1;0;1;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;7;0;580;6;1;0;0;1;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;3;1;6;5;1;1;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;persa;6;0;3.1;5;1;0;0;0;0;0;0;1;0;148;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;3;1;620;8;1;0;1;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;dalmata;8;0;20;4;0;1;1;0;0;0;0;0;0;120;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;30;5;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;1;550;6;1;0;0;1;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;abissinio;5;0;3.1;3;1;1;1;0;0;0;0;0;0;142;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);4;1;30;1;0;1;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;boxer;8;0;27;4;1;1;1;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;devon_rex;6;1;3.1;9;1;1;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
vaca;dexter;3;1;450;5;1;0;0;1;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;4.2;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;boxer;8;0;27;4;1;1;1;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);3;1;28;4;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;3;0;570;6;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;4;0;28;5;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;shorthorn;5;1;600;5;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;1;1;3;3;0;1;1;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;3.1;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);4;1;30;1;0;1;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);2;0;15;3;1;1;1;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);3;1;28;4;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;30;5;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;7;1;30;6;1;1;1;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;limousin;2;1;550;4;1;0;1;0;0;0;0;0;0;85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;5;3;1;1;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sphynx;5;0;3;6;1;1;1;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
vaca;guernsey;4;1;590;5;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sphynx;4;1;4.1;5;1;1;1;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;32;3;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;40;5;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;shih_tzu;8;0;8;5;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);1;1;12;2;0;1;1;0;0;0;0;0;0;135;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;5;0;500;5;0;0;0;1;0;0;0;1;0;81;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;32;3;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;nubiana;3;0;70;5;1;0;1;0;0;0;0;0;0;81;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;9;1;2;2;1;1;1;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;landrace;4;1;100;5;1;0;0;1;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;landrace;4;1;100;5;1;0;0;1;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;1;1;3;3;0;1;1;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;550;5;1;0;0;1;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;limousin;6;0;620;10;1;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
vaca;guernsey;4;1;590;5;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;3;1;6;5;1;1;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;5;1;10;3;1;1;1;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;husky;9;1;25;4;1;1;1;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;35;4;1;0;0;1;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
coelho;gigante_de_flandres;5;0;5.1;5;1;0;1;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
cachorro;boxer;3;0;30;4;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;7;0;580;6;1;0;0;1;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;dachshund_(salsicha);7;0;8;3;1;1;1;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;buldogue;5;1;22;3;1;1;1;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;boxer;8;0;27;4;1;1;1;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;7;0;590;6;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;nubiana;3;0;70;5;1;0;1;0;0;0;0;0;0;81;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;siames;3;0;5;5;0;1;0;0;0;0;0;0;1;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sphynx;5;0;3;6;1;1;1;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;poodle;3;0;20;4;0;1;1;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;pastor_alemao;4;0;45;5;1;0;0;1;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;2.1;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;akita;6;1;35;6;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;4.2;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);2;0;15;3;1;1;1;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;7;1;30;6;1;1;1;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;siames;3;0;5;5;0;1;0;0;0;0;0;0;1;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;4.2;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;shorthorn;5;1;600;5;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;2.1;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;550;5;1;0;0;1;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
coelho;mini_rex;2;1;2;3;1;0;1;0;0;0;0;0;0;155;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;american_curl;5;1;2.1;3;0;1;1;0;0;0;0;0;0;148;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;pastor_alemao;4;0;45;5;1;0;0;1;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;3.1;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;nubiana;3;0;70;5;1;0;1;0;0;0;0;0;0;81;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;toggenburg;7;0;65;5;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;7;0;580;6;1;0;0;1;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);2;0;15;3;1;1;1;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;3;1;6.1;4;1;1;1;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;5;1;10;3;1;1;1;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sem_raca_definida_(srd);1;1;2.5;2;0;1;1;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;boer;5;0;68;6;1;0;1;0;0;0;0;0;0;82;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;3;1;4.1;3;0;1;1;0;0;0;0;0;0;140;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;3;0;570;6;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;3;1;6;2;1;1;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;pastor_alemao;4;1;32;3;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;persa;4;0;7;5;1;1;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;7;0;590;6;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;500;5;1;0;0;1;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;dachshund_(salsicha);3;0;12;4;1;1;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
